skill,salary
Electrical,176140.8
Electrical engineering,176140.8
Hardware development,176140.8
PCB Design,176140.8
FPGA,176140.8
Microprocessor,176140.8
Power supplies,176140.8
Motor control,176140.8
Actuator systems,176140.8
Avionics,176140.8
Telecom management,111500.0
Telecom solutions,111500.0
troubleshooting,111500.0
implementation,111500.0
cloud-based solutions,111500.0
contact center environment,111500.0
PBX,111500.0
IVR,111500.0
Network Management,111500.0
scripting languages,111500.0
System Administrator,124800.0
Windows Domain Servers administration,124800.0
LINUX/UNIX operating systems,124800.0
DoD TS/SCI,124800.0
CompTIA Security+,124800.0
PERL,124800.0
C++,124800.0
Java,124800.0
Python,124800.0
Cisco and Juniper routers and switches,124800.0
intelligence analysis,106140.0
protective intelligence,106140.0
site security intelligence,106140.0
travel security intelligence,106140.0
strategic intelligence,106140.0
process standards,106140.0
intelligence reports,106140.0
analytical reports,106140.0
threat assessments,106140.0
project management,106140.0
Privacy and Security,129600.0
Software Development,129600.0
Computer Science,129600.0
Computer Engineering,129600.0
Python,129600.0
Java,129600.0
Golang,129600.0
C#,129600.0
C++,129600.0
Software Engineering,129600.0
data collection,142432.5
user privacy,142432.5
local regulations,142432.5
privacy features,142432.5
data security,142432.5
compliance,142432.5
backend services,142432.5
programming languages,142432.5
communication skills,142432.5
data compliance,142432.5
Python,110050.0
Java,110050.0
proprietary languages,110050.0
predictive capabilities,110050.0
data analysis,110050.0
problem solving,110050.0
root cause analysis,110050.0
organizational skills,110050.0
configuration management,110050.0
data analytics,110050.0
test strategy,194200.0
test cases,194200.0
functional testing,194200.0
performance testing,194200.0
regression testing,194200.0
automation,194200.0
CI/CD,194200.0
development processes,194200.0
QA processes,194200.0
python,194200.0
go,194200.0
java,194200.0
coding skills,194200.0
troubleshooting,194200.0
communication skills,194200.0
learning skills,194200.0
teamwork skills,194200.0
quality metrics,194200.0
dashboards,194200.0
KPI management,194200.0
inclusivity,194200.0
diversity,194200.0
reasonable accommodations,194200.0
medical insurance,194200.0
dental insurance,194200.0
vision insurance,194200.0
disability insurance,194200.0
life insurance,194200.0
flexible spending account,194200.0
paid time off,194200.0
sick leave,194200.0
parental leave,194200.0
supplemental disability,194200.0
mental health benefits,194200.0
emotional health benefits,194200.0
401K,194200.0
gym reimbursement,194200.0
cellphone service reimbursement,194200.0
Principal Architect,200640.0
Data Modernization,200640.0
Cloud Native Solutions,200640.0
Azure,200640.0
Snowflake,200640.0
SSIS,200640.0
Azure Data Factory,200640.0
Python,200640.0
Data Engineering,200640.0
Data Architecture,200640.0
FPGA,120000.0
VHDL,120000.0
Verilog,120000.0
Oscilloscope,120000.0
Test Equipment,120000.0
Xilinx FPGA,120000.0
Vivado,120000.0
Microprocessor,120000.0
Embedded Linux,120000.0
DSP,120000.0
machine learning,151750.0
deep learning,151750.0
statistical predictive models,151750.0
analytical approaches,151750.0
patient engagement,151750.0
medication adherence,151750.0
A/B testing,151750.0
Multi-Armed Bandits,151750.0
Data Engineering,151750.0
IT,151750.0
technical teams,151750.0
data sources,151750.0
feature stores,151750.0
model development,151750.0
model deployment,151750.0
SQL code,151750.0
Exploratory Data Analysis,151750.0
business collaboration,151750.0
marketing collaboration,151750.0
trade collaboration,151750.0
mentoring,151750.0
Python,151750.0
SQL,151750.0
Github,151750.0
MLOps,151750.0
cloud based ML frameworks,151750.0
AWS,151750.0
Azure,151750.0
GCP,151750.0
Mathematics,151750.0
Statistics,151750.0
Computer Science,151750.0
Business Analytics,151750.0
Economics,151750.0
Physics,151750.0
Engineering,151750.0
Bachelor's degree,151750.0
Master's degree,151750.0
PhD,151750.0
machine learning,202450.0
research,202450.0
data science,202450.0
statistical modeling,202450.0
python programming,202450.0
mathematics,202450.0
statistics,202450.0
technical communication,202450.0
teamwork,202450.0
problem-solving,202450.0
Analytics,102500.0
Software Engineering,102500.0
Data Engineering,102500.0
Clinical,102500.0
Data Science,102500.0
Python,102500.0
C,102500.0
C++,102500.0
Java,102500.0
PySpark,102500.0
cybersecurity,167500.0
innovation,167500.0
customer,167500.0
forensics,167500.0
testing,167500.0
automation,167500.0
software development,167500.0
operating systems,167500.0
Python,167500.0
cloud technologies,167500.0
software development,175000.0
Python,175000.0
cloud computing,175000.0
AWS,175000.0
source control,175000.0
DevOps,175000.0
CI/CD pipelines,175000.0
Docker,175000.0
machine learning,175000.0
database design,175000.0
software engineering,77826.5
programming languages,77826.5
object oriented analysis,77826.5
design,77826.5
software design,77826.5
code,77826.5
operating systems,77826.5
version control tools,77826.5
security clearance,77826.5
communication skills,77826.5
Software Engineer,190000.0
high quality software,190000.0
attention to detail,190000.0
data and API integrations,190000.0
scalability,190000.0
performance,190000.0
observability,190000.0
security,190000.0
programming languages,190000.0
web app technologies,190000.0
data analysis,137280.0
data management,137280.0
data visualization,137280.0
SQL,137280.0
programming,137280.0
Excel,137280.0
SAP,137280.0
SPSS,137280.0
SAS,137280.0
R,137280.0
fisheries research,40382.68
data analysis,40382.68
sampling equipment,40382.68
fish culture,40382.68
equipment maintenance,40382.68
laboratory procedures,40382.68
technical writing,40382.68
mechanical skills,40382.68
interpersonal relations,40382.68
public speaking,40382.68
Systems Engineering,104100.0
Integration & Test,104100.0
Space Systems,104100.0
Model Based System Engineering,104100.0
Requirements Traceability,104100.0
Verification Cross Reference Matrices,104100.0
Analytical Thinking,104100.0
Problem-Solving Skills,104100.0
Communication Skills,104100.0
Top Secret Clearance,104100.0
data analysis,59500.0
GIS,59500.0
research,59500.0
partnership management,59500.0
climate change mitigation,59500.0
adaptation,59500.0
environmental justice,59500.0
equity,59500.0
data management,59500.0
GIS technical support,59500.0
data analyst,69200.0
analytics,69200.0
data sets,69200.0
SQL,69200.0
Python,69200.0
R,69200.0
Microsoft Office Suite,69200.0
data visualization,69200.0
mathematics,69200.0
statistics,69200.0
AI/ML,600.0
Machine Learning,600.0
data science,600.0
deep learning,600.0
Python,600.0
SQL,600.0
Bigdata pipelines,600.0
GCP,600.0
Probability,600.0
Statistics,600.0
geospatial ecologist,90500.0
social scientist,90500.0
forest ecology,90500.0
wildfire management,90500.0
habitat modeling,90500.0
quantitative/spatial social science,90500.0
ecosystem ecology,90500.0
forest management,90500.0
analytical thinking,90500.0
management experience,90500.0
lab work,175000.0
lab automation,175000.0
molecular biology,175000.0
assay development,175000.0
HTS,175000.0
NGS,175000.0
wet-lab techniques,175000.0
liquid handling robots,175000.0
data analysis,175000.0
project management,175000.0
computational chemistry,186000.0
organic chemistry,186000.0
medicinal chemistry,186000.0
ligand-based methods,186000.0
structure-based methods,186000.0
ADME optimization,186000.0
data triaging,186000.0
virtual screening,186000.0
molecular simulation,186000.0
Python programming,186000.0
Infrastructure Engineer,126720.0
RHEL,126720.0
Subject Matter Expert,126720.0
system requirements,126720.0
architect,126720.0
deployment,126720.0
implementation,126720.0
support,126720.0
Linux System Administration,126720.0
programming,126720.0
scripting languages,126720.0
Scaled Agile Frameworks,126720.0
Server hardware administration,126720.0
networks,126720.0
storage,126720.0
virtualization,126720.0
Agile Development Methodologies,126720.0
code repository systems,126720.0
CompTIA Security +,126720.0
Computer networking,126720.0
LAN,126720.0
Security clearance,126720.0
data analytics,119550.0
data science,119550.0
statistical analysis,119550.0
Python,119550.0
R,119550.0
Java,119550.0
business intelligence,119550.0
data visualization,119550.0
ETL,119550.0
machine learning,119550.0
Agile software development,45150.0
Software engineering,45150.0
Scalable software applications,45150.0
Digital channels,45150.0
Enterprise architecture,45150.0
Technical execution,45150.0
Business analysis,45150.0
Technical design,45150.0
Software development,45150.0
Latest technologies,45150.0
file transmissions,50456.5
EDI files,50456.5
written communication,50456.5
verbal communication,50456.5
troubleshooting,50456.5
project management,50456.5
SFTP,50456.5
file transfer technologies,50456.5
SQL,50456.5
Python,50456.5
LINUX familiarity,90277.44
installing PDKs,90277.44
installing CAD tools,90277.44
Extraction,90277.44
simulators,90277.44
Scripting,90277.44
reading Schematics,90277.44
SPICE simulation,90277.44
Digital synthesis,90277.44
compilers,90277.44
React JS,95040.0
JAVA,95040.0
API,95040.0
Spark,95040.0
Python,95040.0
Flask,95040.0
FastAPI,95040.0
React Native,95040.0
Typescript,95040.0
Swift,95040.0
quantitative analysis,245000.0
statistical reasoning,245000.0
machine learning techniques,245000.0
Python programming,245000.0
data analysis,245000.0
equity position,245000.0
market data,245000.0
balance accounting,245000.0
ranking models,245000.0
recommender system,245000.0
AI,190000.0
medicine,190000.0
machine learning,190000.0
forecasting,190000.0
clinical trials,190000.0
software engineering,190000.0
Python,190000.0
data science,190000.0
cloud-based software systems,190000.0
machine learning systems,190000.0
computational modeling,48734.4
analysis,48734.4
pipelines,48734.4
kinematics estimation,48734.4
motion capture data,48734.4
deep reinforcement learning,48734.4
agent-based models,48734.4
software engineering,48734.4
Python,48734.4
Neuroscience,48734.4
Computer Science,48734.4
Math,48734.4
Physics,48734.4
Statistics,48734.4
documentation,90500.0
learning,90500.0
enablement,90500.0
project management,90500.0
customer success,90500.0
support,90500.0
solution engineering,90500.0
product development,90500.0
financial reporting,90500.0
risk reporting,90500.0
Software Engineering,132366.5
Problem Solving,132366.5
Software Development,132366.5
System Security,132366.5
Cybersecurity,132366.5
High Performance Computing,132366.5
Quantum Computing Research,132366.5
Data Analytics,132366.5
Machine Learning,132366.5
Artificial Intelligence,132366.5
Developer Support,117325.0
API,117325.0
SDK,117325.0
troubleshooting,117325.0
REST APIs,117325.0
JSON,117325.0
XML,117325.0
SOAP,117325.0
coding languages,117325.0
GitHub,117325.0
technical customer support,117325.0
Salesforce Development,117325.0
Salesforce Apex,117325.0
crafting technical articles,117325.0
programming languages,117325.0
SaaS troubleshooting,117325.0
technical issues,117325.0
performance troubleshooting,117325.0
network troubleshooting,117325.0
Software Engineering,2250.0
Instructor,2250.0
Teaching,2250.0
Tech Stack,2250.0
Python,2250.0
APIs,2250.0
Libraries,2250.0
Command line/bash,2250.0
Version control,2250.0
Web technologies,2250.0
data visualization,160000.0
data applications,160000.0
dashboards,160000.0
data wrangling,160000.0
Restful APIs,160000.0
JSON,160000.0
SQL,160000.0
Python,160000.0
cloud database technologies,160000.0
visualization libraries,160000.0
Python,126720.0
AWS,126720.0
serverless,126720.0
RDS Aurora,126720.0
Lambda,126720.0
EventBridge,126720.0
Glue,126720.0
API Gateway,126720.0
Secrets Manager,126720.0
django,126720.0
statistics,80000.0
analytics,80000.0
data visualization,80000.0
data analysis,80000.0
research,80000.0
SQL,80000.0
R/Python,80000.0
reporting,80000.0
visualization tools,80000.0
communication skills,80000.0
Backend Software Engineer,125000.0
Python,125000.0
JavaScript,125000.0
Refactor code,125000.0
Automatic tests,125000.0
Data collection,125000.0
Data storage,125000.0
Data integration,125000.0
Technical communication,125000.0
Mentoring,125000.0
Scoping and design,125000.0
Applied mathematics,125000.0
Data processing,125000.0
Data Science,125000.0
Performance computing,125000.0
Referential databases,125000.0
Communication skills,125000.0
Interpersonal skills,125000.0
Wholesale electricity markets,125000.0
Python,89760.0
networking,89760.0
manual testing,89760.0
automated testing,89760.0
firmware testing,89760.0
test case management,89760.0
JIRA,89760.0
CICD,89760.0
software development life cycle,89760.0
problem-solving,89760.0
Full Stack,150000.0
Software Development,150000.0
Engineering,150000.0
API,150000.0
Architecture,150000.0
Code Quality,150000.0
Mentoring,150000.0
Leadership,150000.0
Technical Expertise,150000.0
AWS,150000.0
Python,102500.0
SQL,102500.0
HTML,102500.0
version control,102500.0
testing,102500.0
JavaScript,102500.0
CSS,102500.0
documentation,102500.0
data wrangling,102500.0
ETL,102500.0
Backend Cloud Software Engineer,170143.0
cloud infrastructure,170143.0
backend services,170143.0
programming,170143.0
Go,170143.0
Python,170143.0
AWS,170143.0
web services,170143.0
databases,170143.0
Kubernetes,170143.0
observability tools,170143.0
provisioning tools,170143.0
Deep Learning Pipelines,170143.0
verbal and written communication skills,170143.0
Computer Science,170143.0
Computer Engineering,170143.0
equitable hiring practices,170143.0
base salary,170143.0
building teams,170143.0
Innovation,170143.0
Ag-Tech industry,170143.0
competitive compensation,170143.0
Pre-IPO Stock Options,170143.0
medical,170143.0
dental,170143.0
and vision insurance,170143.0
401(k) plan,170143.0
inclusive and tight-knit company culture,170143.0
specialty and organic crops,170143.0
weed control,170143.0
crop quality,170143.0
AI/ML deep learning models,170143.0
diversity and inclusion,170143.0
equal employment opportunity,170143.0
state of the art technology,170143.0
Python,134000.0
JavaScript,134000.0
Microservices,134000.0
Containerization,134000.0
Continuous delivery,134000.0
Amazon Web Services,134000.0
REST APIs,134000.0
Functional idioms,134000.0
Object-oriented principles,134000.0
Communication skills,134000.0
creative,125000.0
resourceful,125000.0
solution-driven,125000.0
communication,125000.0
teamwork,125000.0
scaling,125000.0
self-starter,125000.0
time management,125000.0
technical input,125000.0
code writing,125000.0
technical leadership,125000.0
Python,125000.0
Django,125000.0
PostgreSQL,125000.0
AWS,125000.0
customer-facing software,125000.0
backend APIs,125000.0
algorithms,125000.0
recommendation engines,125000.0
cloud architecture,125000.0
enthusiasm,125000.0
startup experience,125000.0
remote team,125000.0
Big Data,100000.0
Advertising Technologies,100000.0
Technical Leadership,100000.0
Project Coordination,100000.0
Problem Solving,100000.0
Backend Systems Design,100000.0
API Development,100000.0
Data Engineering,100000.0
System Design,100000.0
Quality Assurance,100000.0
Research Engineer,46464.0
inorganic materials,46464.0
laboratory setting,46464.0
programming,46464.0
automated systems,46464.0
CAD,46464.0
3d printing,46464.0
Python,46464.0
robotic systems,46464.0
materials characterization,46464.0
Linux scripting,38016.0
Python,38016.0
FORTRAN,38016.0
computer language,38016.0
working with large data sets,38016.0
parallel computing,38016.0
HiPerGator/UF research computing,38016.0
Earth system modeling,38016.0
solving predictive equation,38016.0
grid,38016.0
web application development,215700.0
building large,215700.0
high volume web applications,215700.0
testing principles,215700.0
Python,215700.0
Go,215700.0
JavaScript,215700.0
architectural decision making,215700.0
distributed systems,215700.0
GraphQL,215700.0
quantum computing,140250.0
software design,140250.0
high performance computing,140250.0
Python,140250.0
Rust,140250.0
Go,140250.0
programming,140250.0
code review,140250.0
mentoring,140250.0
error mitigation,140250.0
Ansible Engineer,157500.0
Infrastructure provisioning,157500.0
Configuration management,157500.0
Infrastructure deployment,157500.0
Infrastructure management,157500.0
Service catalog expansion,157500.0
Ansible Playbooks,157500.0
Bash,157500.0
Python,157500.0
Cloud computing platforms,157500.0
DevOps tools,157500.0
Version control systems,157500.0
Chef,157500.0
Puppet,157500.0
Communication,157500.0
Problem-solving,157500.0
Automation,157500.0
Orchestration,157500.0
Infrastructure as Code,157500.0
System administration,157500.0
IT automation platform,157500.0
Ansible certification,157500.0
VMWare,157500.0
Windows,157500.0
Security,157500.0
Remote work,157500.0
U.S. Citizen,157500.0
U.S. Permanent Resident,157500.0
Excellent communicator,157500.0
Teamwork,157500.0
Performance appraisals,157500.0
Career advancement,157500.0
Virtue-centered,157500.0
Hybrid cloud,157500.0
Managed services consulting,157500.0
Partnerships,157500.0
Support,157500.0
Benefits,157500.0
Professional development,157500.0
customer-facing,101790.0
technical field,101790.0
professional services,101790.0
sales engineering,101790.0
technical support,101790.0
large systems design,101790.0
enterprise email environments,101790.0
LINUX system administration,101790.0
Internet protocols,101790.0
RFC 822,101790.0
Sendmail,101790.0
Directory protocols,101790.0
authentication methodologies,101790.0
networking topology,101790.0
TCP/IP protocol,101790.0
firewalls,101790.0
routers,101790.0
presenting,101790.0
explaining technology,101790.0
scripting,101790.0
PERL,101790.0
Python,101790.0
Shell,101790.0
data exploration,119500.0
data cleaning,119500.0
data analysis,119500.0
data visualization,119500.0
data mining,119500.0
statistical programming,119500.0
general-purpose programming,119500.0
predictive data models,119500.0
quantitative analyses,119500.0
natural language processing,119500.0
Talend Data Fabric,118831.68
Talend Studio,118831.68
Talend Data Integration,118831.68
Talend Enterprise Service Bus,118831.68
Talend Data Catalog,118831.68
Talend Data Stewardship,118831.68
Talend Data Preparation,118831.68
low-code data integration tools,118831.68
RDBMS platforms,118831.68
GitHub,118831.68
SOAP/REST APIs,118831.68
data ingestion,118831.68
data processing,118831.68
analytical pipelines,118831.68
relational databases,118831.68
object-oriented scripting languages,118831.68
Python,118831.68
Java,118831.68
C++,118831.68
Scala,118831.68
translating business requirements,118831.68
statistical analysis,118831.68
Machine learning,118831.68
Artificial Intelligence,118831.68
SQL Server Integration Services,118831.68
Azure Data Factory,118831.68
SAS,118831.68
Tableau,118831.68
R,118831.68
Jupyter Notebooks,118831.68
researching,118831.68
designing,118831.68
developing,118831.68
implementing enterprise software systems,118831.68
databases,118831.68
server applications,118831.68
web-based development,118831.68
analyzing operational procedures,118831.68
documenting potential problems,118831.68
identifying input and output requirements,118831.68
analyzing software requirements,118831.68
hardware and network configurations,118831.68
peripheral equipment,118831.68
maintenance support,118831.68
mainframe,118831.68
system interfaces,118831.68
memory devices,118831.68
reviewing business system processes,118831.68
defining hardware and software requirements,118831.68
cost estimates,118831.68
project timelines,118831.68
consulting with technical staff,118831.68
evaluating business processes,118831.68
functional requirements,118831.68
translating into technical requirements,118831.68
researching third-party software systems,118831.68
reviewing proposed hardware and software solutions,118831.68
formulating software systems,118831.68
modifying software systems,118831.68
testing procedures,118831.68
programming,118831.68
documentation,118831.68
database design,118831.68
implementation,118831.68
administration,118831.68
security,118831.68
backup,118831.68
recovery,118831.68
maintenance,118831.68
advising personnel in technology needs,118831.68
data corruption,118831.68
security issues,118831.68
computer viruses,118831.68
hardware and software redundancy,118831.68
evaluating interface between hardware and software,118831.68
operational and performance requirements,118831.68
planning and preparing technical reports,118831.68
memoranda,118831.68
instructional manuals,118831.68
making recommendations to management,118831.68
planning,118831.68
development,118831.68
coordination of software system development projects,118831.68
engineering cost/benefit analysis,118831.68
technical research,118831.68
building new designs,118831.68
developing business cases,118831.68
selling ideas to management,118831.68
gaining commitment for new system enhancements,118831.68
mentoring business systems analysts,118831.68
senior programmer analysts,118831.68
participating in professional activities,118831.68
computer science,118831.68
management information systems,118831.68
computer programming,118831.68
geographic information systems,118831.68
engineering,118831.68
mathematics,118831.68
Software Engineer,140000.0
data problems,140000.0
insight engines,140000.0
API scalability,140000.0
user-facing dashboards,140000.0
IQ Team,140000.0
third-party data,140000.0
predictive analytics,140000.0
Neo4J,140000.0
Postgres,140000.0
ElasticSearch,140000.0
Redis,140000.0
RabbitMQ,140000.0
Airflow,140000.0
Docker,140000.0
Kubernetes,140000.0
NextJS,140000.0
BlitzJS,140000.0
Typescript,140000.0
Python,140000.0
Rust,140000.0
technology stack,140000.0
front end,140000.0
back end,140000.0
data engineering,140000.0
Computer Science,140000.0
Python,140000.0
Javascript/Typescript,140000.0
Data Pipelines,140000.0
ETL,140000.0
communication skills,140000.0
entertainment industry,140000.0
media industry,140000.0
cloud technology,165200.0
software-defined networking,165200.0
network function virtualization,165200.0
software systems,165200.0
networking resources,165200.0
SDN,165200.0
network manager service,165200.0
distributed systems,165200.0
coding,165200.0
problem-solving skills,165200.0
Lead Developer,157500.0
database,157500.0
data pipeline development,157500.0
tech lead experience,157500.0
software development,157500.0
Python,157500.0
C#/.Net,157500.0
MS SQL Server,157500.0
Snowflake,157500.0
YAML,157500.0
JSON,157500.0
CSV,157500.0
XML,157500.0
Tableau,157500.0
PowerBI,157500.0
SSRS,157500.0
Crystal,157500.0
Order Management Systems,157500.0
Execution Management System,157500.0
DevOps,157500.0
Azure DevOps,157500.0
Tidal Enterprise Scheduler,157500.0
Service Now,157500.0
JIRA,157500.0
Confluence,157500.0
Asset Management,157500.0
Financial Services,157500.0
Software Engineering,184800.0
Leadership,184800.0
Agile,184800.0
Configuration Control,184800.0
Cross-Product Coordination,184800.0
Personnel Management,184800.0
Communication,184800.0
Systems Engineering,184800.0
C++,184800.0
Python,184800.0
AWS,124608.0
System Administrator,124608.0
public cloud environments,124608.0
automation,124608.0
Splunk Administration,124608.0
Windows,124608.0
Linux,124608.0
Splunk queries,124608.0
Bash,124608.0
Perl,124608.0
customer-facing,62249.5
technical issues,62249.5
operations,62249.5
engineering,62249.5
leadership,62249.5
managing tasks,62249.5
analytical tools,62249.5
sql,62249.5
Excel,62249.5
Tableau,62249.5
predictive analytics,44999.5
machine learning,44999.5
statistical techniques,44999.5
spatial analytics,44999.5
modeling,44999.5
listening skills,44999.5
analytical skills,44999.5
organizational skills,44999.5
Excel,44999.5
problem-solving skills,44999.5
software engineering,138450.0
scalable services,138450.0
distributed cloud services,138450.0
big data,138450.0
machine learning,138450.0
start-up environment,138450.0
architecture,138450.0
business process problems,138450.0
technical engineering,138450.0
coding,138450.0
full stack development,126000.0
programming languages,126000.0
server-side logic,126000.0
API integration,126000.0
database integration,126000.0
client-side UI,126000.0
front-end interfaces,126000.0
HTML,126000.0
CSS,126000.0
JavaScript,126000.0
SQL,126000.0
Python,126000.0
React,126000.0
Angular,126000.0
Django,126000.0
Flask,126000.0
MVC,126000.0
SOA,126000.0
Webpack,126000.0
Gulp,126000.0
team collaboration,126000.0
problem-solving,126000.0
critical thinking,126000.0
machine learning,85550.0
data science,85550.0
software engineering,85550.0
data research,85550.0
analytics,85550.0
Python,85550.0
R,85550.0
security clearance,85550.0
feature selection,85550.0
natural language processing,85550.0
cloud infrastructure,135000.0
hybrid infrastructure,135000.0
application solutions,135000.0
M365,135000.0
enterprise messaging,135000.0
collaboration toolsets,135000.0
technical foundation,135000.0
communication skills,135000.0
project management,135000.0
troubleshooting,135000.0
PowerShell,135000.0
virtualization,135000.0
analytical thinking,135000.0
verbal communication,135000.0
teamwork/collaboration,135000.0
technical expertise,135000.0
detail-oriented,135000.0
Python,135000.0
Javascript,135000.0
Microsoft Purview,135000.0
DMARC implementation,135000.0
Microsoft certification,135000.0
HTML,76500.0
CSS,76500.0
digital production,76500.0
email production,76500.0
SMS production,76500.0
segmentation,76500.0
landing pages,76500.0
SQL,76500.0
data analytics,76500.0
Excel,76500.0
Python,85000.0
communication,85000.0
articulation,85000.0
requirements,85000.0
business perspective,85000.0
Python package management,85000.0
Flask,85000.0
PostgreSQL,85000.0
AWS,85000.0
Git,85000.0
Software Engineering,232500.0
Management,232500.0
Technical Guidance,232500.0
Prioritization,232500.0
Complex Software Systems,232500.0
Team Management,232500.0
Recruitment,232500.0
C++,232500.0
Python,232500.0
Java,232500.0
AI/ML,8674.62
data analytics,8674.62
Python,8674.62
R,8674.62
SQL,8674.62
data visualization,8674.62
critical thinking,8674.62
verbal communication,8674.62
written communication,8674.62
teamwork,8674.62
interpersonal skills,115000.0
analytical skills,115000.0
organizational skills,115000.0
reporting,115000.0
data integrity,115000.0
KPI development,115000.0
communication skills,115000.0
data analysis,115000.0
Python,115000.0
R,115000.0
Python,132500.0
software development,132500.0
estimating,132500.0
technical design,132500.0
implementation,132500.0
documentation,132500.0
testing,132500.0
deployment,132500.0
support,132500.0
solution architects,132500.0
research,52000.0
policy,52000.0
labor,52000.0
worker power,52000.0
workforce,52000.0
economy,52000.0
qualitative analysis,52000.0
quantitative analysis,52000.0
writing,52000.0
editing,52000.0
Geospatial Intelligence,160000.0
software development,160000.0
analysis,160000.0
design,160000.0
testing,160000.0
integration,160000.0
Python,160000.0
Ruby,160000.0
Clojure,160000.0
Java,160000.0
JavaScript,160000.0
software enhancements,160000.0
scalable solutions,160000.0
rapid prototyping,160000.0
Agile,160000.0
machine learning,160000.0
Government agencies,160000.0
microservice based architectures,160000.0
Docker,160000.0
Kubernetes,160000.0
Redis,160000.0
Kafka,160000.0
SciPy,160000.0
NumPy,160000.0
Pandas,160000.0
AWS API,160000.0
DevOps pipelines,160000.0
AWS Certification,160000.0
Security+ Certification,160000.0
Bloomberg,337500.0
PowerPoint,337500.0
macroeconomics,337500.0
equity macro factor,337500.0
back testing,337500.0
hedging,337500.0
equity portfolios,337500.0
equity market drivers,337500.0
factor model construction,337500.0
optimization algorithms,337500.0
risk models,337500.0
Excel,337500.0
R,337500.0
Python,337500.0
mathematical algorithms,337500.0
communication,337500.0
Sales and Analytics,337500.0
market risk,337500.0
factor signals,337500.0
Chief Financial Officer,337500.0
project management,337500.0
traders,337500.0
quantitative researchers,337500.0
institutional clients,337500.0
equity derivatives,337500.0
swaps,337500.0
options,337500.0
profit and loss (PnL) attribution,337500.0
trade construction,337500.0
execution issues,337500.0
technology infrastructure,337500.0
JavaScript,162250.0
web scraping,162250.0
HTTP,162250.0
HTML,162250.0
CSS,162250.0
communication skills,162250.0
problem-solving skills,162250.0
Python,162250.0
cloud-based platforms,162250.0
rapid prototyping,162250.0
SQL,151499.0
SAS,151499.0
Python,151499.0
data manipulation,151499.0
reporting,151499.0
machine learning,151499.0
forecasting,151499.0
predictive analytics,151499.0
descriptive statistical analysis,151499.0
causal analysis,151499.0
Web Application Development,122500.0
JAVA,122500.0
.Net,122500.0
SQL,122500.0
Oracle,122500.0
Agile Methodology,122500.0
Web Design,122500.0
Requirements Gathering,122500.0
Testing,122500.0
Troubleshooting,122500.0
real-time photorealistic rendering,78144.0
rendering techniques,78144.0
cloud-based systems,78144.0
microservice infrastructure,78144.0
AR/VR,78144.0
AI projects,78144.0
3D graphics,78144.0
C++ coding,78144.0
Python coding,78144.0
Vulkan,78144.0
OpenGL,78144.0
Shader,78144.0
cloud rendering,78144.0
cloud computing,78144.0
microservice,78144.0
cloud-native development,78144.0
Kubernetes,78144.0
distributed computing,78144.0
Docker,78144.0
Blender,78144.0
Cycles,78144.0
Unity,78144.0
UE,78144.0
V-Ray,78144.0
parallel computing,78144.0
multi-threading,78144.0
CUDA,78144.0
machine learning algorithms,78144.0
machine learning systems,78144.0
training models,78144.0
software engineering,75705.63
data engineering,75705.63
application development,75705.63
data management,75705.63
data quality,75705.63
data integration,75705.63
problem-solving,75705.63
scripting,75705.63
object-oriented programming,75705.63
relational database,75705.63
research,85500.0
data-driven,85500.0
policy,85500.0
quantitative,85500.0
participatory,85500.0
experimental,85500.0
housing,85500.0
clean energy,85500.0
project management,85500.0
data analysis,85500.0
Applied Analytics,144000.0
Research,144000.0
Data,144000.0
Analytic Solutions,144000.0
Python,144000.0
SQL,144000.0
Demoing Software,144000.0
Coding Standards,144000.0
Version Control,144000.0
Software Development Lifecycle,144000.0
Agile Software Development,167000.0
SDLC Management,167000.0
Product Management,167000.0
Sales,167000.0
Software Development,167000.0
Data Pipelines,167000.0
RDBMS,167000.0
Cloud Technologies,167000.0
Communication,167000.0
Release Management,167000.0
machine learning,111750.0
statistical modeling,111750.0
discriminative methods,111750.0
feature extraction,111750.0
supervised learning,111750.0
programming language,111750.0
data extraction,111750.0
data wrangling,111750.0
data visualization,111750.0
data analysis,111750.0
Bioinformatics,115000.0
Computational Biology,115000.0
Metagenomics,115000.0
Python,115000.0
R,115000.0
Data Analysis,115000.0
Data Visualization,115000.0
Statistics,115000.0
Machine Learning,115000.0
Scientific Computing,115000.0
Technical Consultant,139920.0
Python,139920.0
B2B,139920.0
high-tech,139920.0
application code,139920.0
exceptions,139920.0
boundary conditions,139920.0
debugging,139920.0
troubleshooting,139920.0
coding standards,139920.0
web development,88704.0
web design,88704.0
content creation,88704.0
problem solving,88704.0
communication skills,88704.0
time management,88704.0
computer hardware,88704.0
computer software,88704.0
Python,88704.0
JavaScript,88704.0
continuous integration,175050.0
Jenkins,175050.0
CI/CD,175050.0
automation,175050.0
game development,175050.0
SCM,175050.0
build scripts,175050.0
Linux,175050.0
Windows,175050.0
branch and merge strategies,175050.0
GIS,69150.0
data analysis,69150.0
public health,69150.0
communication,69150.0
SQL,69150.0
ArcGIS,69150.0
data visualization,69150.0
database management,69150.0
Python,69150.0
R,69150.0
Software Engineer,75900.0
clean code,75900.0
APIs,75900.0
analytics,75900.0
infrastructure,75900.0
software development,75900.0
programming languages,75900.0
Agile methodology,75900.0
automated testing tools,75900.0
Java,75900.0
Python,75900.0
analytical skills,93787.0
VBA,93787.0
Python,93787.0
SQL,93787.0
